Text,Label,Types
Hope and Resilience,Not-Bullying,
Joy and Happiness,Not-Bullying,
Sadness and Loss,Not-Bullying,
Freedom and Liberation,Not-Bullying,
Friendship and Bonds,Not-Bullying,
Art and Creativity,Not-Bullying,
Music and Melody,Not-Bullying,
Travel and Adventure,Not-Bullying,
Childhood and Innocence,Not-Bullying,
Faith and Spirituality,Not-Bullying,
War and Peace,Not-Bullying,
Change and Transformation,Not-Bullying,
Reflection and Introspection,Not-Bullying,
Science and Discovery,Not-Bullying,
Cityscapes and Urban Life,Not-Bullying,
Mythology and Legends,Not-Bullying,
Dreams and Nightmares,Not-Bullying,
Silence and Noise,Not-Bullying,
Color and Imagery,Not-Bullying,
Technology and Progress,Not-Bullying,
Aging and Youth,Not-Bullying,
Courage and Bravery,Not-Bullying,
Mysteries and Enigmas,Not-Bullying,
Family and Heritage,Not-Bullying,
Dance and Movement,Not-Bullying,
Seasons and Weather,Not-Bullying,
Trust and Betrayal,Not-Bullying,
Gratitude and Appreciation,Not-Bullying,
Rivers and Oceans,Not-Bullying,
Infinity and Beyond,Not-Bullying,
Equality and Justice,Not-Bullying,
Timelessness and Eternity,Not-Bullying,
Dreams and Illusions,Not-Bullying,
Whispers and Secrets,Not-Bullying,
Ha ha u sells condom ,Bullying ,Troll
U are nosty human,Bullying ,Vocational 
World war come ,Bullying ,Ethnicity 
Lol boys,Bullying ,Troll
you are mad of the whole world,Bullying ,Troll
Sexual mal,Bullying ,Sexual
I loved seeing you in that shirt/jeans/top/briefs last night,Bullying ,Sexual
 Do you think I would look better in a skirt or tight jeans?,Bullying ,Sexual
. Did I tell you what I call my boobs,Bullying ,Sexual
 Last night I had the wildest dream…and you were in it,Bullying ,Sexual
" I can’t stop thinking about you, get out of my head!",Bullying ,Sexual
" I’m so excited about our date tonight. If you play your cards right, then you’re going to love what I’ve got planned for later.",Bullying ,Sexual
" I know last night was our first time, but I think I’m addicted to your dick already.",Bullying ,Sexual
 I’m gonna wear my fuck-me heels for our date tonight.,Bullying ,Sexual
"Your videos are like a source of inspiration that I return to time and time again.""",Not-Bullying,
"""I'm constantly amazed by your talent and creativity. You're a true artist.""",Not-Bullying,
"""Your content has a way of making me see the world through new eyes.""",Not-Bullying,
"""Your positivity is a beacon of hope, especially on tough days.""",Not-Bullying,
"""I've learned so much from your videos. Thank you for being an educator.""",Not-Bullying,
"""Your dedication to your craft is truly admirable. Keep chasing your dreams!""",Not-Bullying,
"""Your authenticity is a refreshing reminder of the real people behind the screens.""",Not-Bullying,
"""Your storytelling abilities are like magic, and I'm under your spell with every video.""",Not-Bullying,
"""Your channel is a reminder that the internet can be a place of beauty and wonder.""",Not-Bullying,
"""I feel like I've traveled the world through your videos. Thank you for the adventure.""",Not-Bullying,
"""Your channel has the power to bring people from all walks of life together.""",Not-Bullying,
"""You make the complex seem simple, and that's a rare and valuable gift.""",Not-Bullying,
"""Your impact on the YouTube community and beyond is immeasurable.""",Not-Bullying,
"""Your content is like a warm cup of tea for the soul. It's comforting and soothing.""",Not-Bullying,
"""Your hard work and dedication shine through in every video you create.""",Not-Bullying,
"""You have a special way of making your viewers feel seen and appreciated.""",Not-Bullying,
"""Your positivity has a ripple effect, touching hearts and spreading joy.""",Not-Bullying,
"""Your videos are like a sanctuary where I can escape and find solace.""",Not-Bullying,
"""Your channel is a testament to the boundless possibilities of creativity and imagination.""",Not-Bullying,
"""Thank you for being a source of light and inspiration. You're making the world a better place.""",Not-Bullying,
Feel free to use these comments to express your admiration and support for content creators on YouTube. Your kind words can have a significant impact on their motivation and well-being.,Not-Bullying,
ou are the best tiktok I came across.,Not-Bullying,
"Such a gorgeous person you are, best TikTok video and content.",Not-Bullying,
Keep this spirit and keep growing.,Not-Bullying,
"Keep believing in yourself always, doing great.",Not-Bullying,
"You are so adorable, I can't believe you look stunning.",Not-Bullying,
seriously can’t stop watching this,Not-Bullying ,
I made some orchestral music,Not-Bullying ,
Fuck of,Bullying ,Sexual
what is your size?,Bullying ,Sexual
I'm grateful to have you in my life.,Not-Bulllying,
Yeah thats picture is as like hero alom,Bullying,Troll
Tiktok id chalaw how funny you are,Bullying,Troll
Congratulations on your well-deserved success!,Not-Bullying,
This video is worth going viral.,Not-Bullying,
"You are the next tik tok super star, my friend.",Not-Bullying,
"I can’t believe it’s you, keep growing, keep doing.",Not-Bullying,
"I just love your TikTok videos, they are quite entertaining.",Not-Bullying,
"Your Tik Tok videos are full of energy, expression and talent.",Not-Bullying,
You are so raw and so beautiful.,Not-Bullying,
Your TikTok videos are raw and pure.,Not-Bullying,
"You are beyond perfection, I watch every content of yours.",Not-Bullying,
"Those details stole my heart, too beautiful.",Not-Bullying,
Your tiktok videos are superb,Not-Bullying,
What makes you different is these details that are so precise and creative.,Not-Bullying,
What an amazing performer you are.,Not-Bullying,
I can’t wait for your next TikTok video.,Not-Bullying,
"How you manage to make such great content, and never fail to make us smile.",Not-Bullying,
"I start smiling by watching your Tik Tok videos, you are simply amazing.",Not-Bullying,
"Your style is unique, contemporary and excellent.",Not-Bullying,
"I’m not sure about aliens, but people like you do exist.",Bullying,Troll
Thank you so much for wasting our time.,Bullying,Troll
I can’t believe people do this for living.,Bullying,Troll
"And, I’m still here finding where’s the joke.",Bullying,Troll
"Oh, what did you just post?",Bullying,Troll
"Life is important, don’t waste your time on this video.",Bullying,Troll
Chanel like it has to be telecasted in jail.,Bullying,Troll
"I’m speechless, have no words to share!",Bullying,Troll
"What you’re trying to prove with this, huh?",Bullying,Troll
"What you’re trying to prove with this, huh?",Bullying,Troll
"Waiting to go to mars, to save from such people.",Bullying,Troll
How crazy you can be? This guy: Yes!,Bullying,Troll
"Your posts always brighten up my feed!""",,
You have a knack for making the ordinary extraordinary.,Not-Bullying,
I look forward to your updates every day.,Not-Bullying,
You're an internet sensation in the making!,Not-Bullying,
This is exactly what I needed to see today. Thank you!,Not-Bullying,
Your energy is contagious.,Not-Bullying,
Your content deserves to go viral!,Not-Bullying,
You're a constant source of inspiration.,Not-Bullying,
Your perspective is always refreshing.,Not-Bullying,
Why do Muslims force women to cover up and stay at home?,Bullying ,Religious 
I hate Lucky Charms,Bullying ,Vocational 
The police have to take any terrorist,Bullying ,Threats 
This video is worth going viral.,Bullying ,Threats 
Nuclear weapons pose a threat to everyone.,Bullying ,Threats 
It is hoped that the kidnappers will not carry out their threat to kill the hostages.,Bullying ,Threats 
The police have to take any terrorist,Bullying ,Threats 
Three main line railway stations were closed,Bullying ,Threats 
The key witness for the prosecution was offered police protection after she received ,Bullying ,Threats 
seriously can’t stop watching this,Not-Bullying ,
I made some orchestral music,Not-Bullying ,
Fuck of,Bullying ,Sexual
what is your size?,Bullying ,Sexual
I'm grateful to have you in my life.,Not-Bulllying,
"Your channel is a haven of positivity and I'm grateful to be a part of it.""",Not-Bullying,
"""Your content is like a breath of fresh air in the digital landscape.""",Not-Bullying,
"""I look forward to your videos because they bring joy to my day.""",Not-Bullying,
"""Your energy and enthusiasm are infectious. Keep spreading the positivity!""",Not-Bullying,
"""You have a special gift for making your viewers feel like cherished friends.""",Not-Bullying,
"""Your dedication to delivering quality content is truly impressive.""",Not-Bullying,
"""Your storytelling abilities are a source of wonder and enchantment.""",Not-Bullying,
"""Your videos have a way of leaving a lasting impact on me.""",Not-Bullying,
"""Your channel is a constant source of inspiration and motivation.""",Not-Bullying,
"""Thank you for sharing your passion with the world. It's truly inspiring.""",Not-Bullying,
"""Your creativity knows no bounds, and it's a privilege to witness.""",Not-Bullying,
"""Your authenticity is a rare gem in the world of online content.""",Not-Bullying,
"""Your videos are a reminder to find beauty and wonder in the everyday",Not-Bullying,
Here you can sex ,Bullying ,Sexual
Nevel open boobs,Bullying ,Sexual
you miss my boobs?,Bullying ,Sexual
Boobs are so big as like ass,Bullying ,Sexual
"You've got the golden touch when it comes to content!""",Not-Bullying,
"This is so cool, I had to share it.",Not-Bullying,
Your dedication to your craft is evident.,Not-Bullying,
You have a unique voice that resonates with so many.,Not-Bullying,
You're a social media superstar!,Not-Bullying,
Your authenticity shines through in every post.,Not-Bullying,
You make Facebook a better place!,Not-Bullying,
I love how you keep surprising us with your creativity.,Not-Bullying,
You're setting the bar high for all of us!,Not-Bullying,
Your talent knows no bounds.,Not-Bullying,
Thanks for consistently brightening our timelines!,Not-Bullying,
seriously can’t stop watching this,Not-Bullying ,
I made some orchestral music,Not-Bullying ,
